Reference,Compare,KM or KNM,# Cells,# CMCs
TW01-01,TW01-02,KM,38,36
TW01-01,TW01-03,KM,38,27
TW01-01,TW01-04,KM,38,37
TW01-01,TW01-05,KM,38,36
TW01-01,TW01-06,KM,38,36
TW01-01,TW01-07,KM,38,37
TW01-01,TW01-08,KM,38,38
TW01-01,TW01-09,KM,38,37
TW01-01,TW02-01,KNM,38,0
TW01-01,TW02-02,KNM,38,0
TW01-01,TW02-03,KNM,38,0
TW01-01,TW02-04,KNM,38,0
TW01-01,TW02-05,KNM,38,0
TW01-01,TW02-06,KNM,38,0
TW01-01,TW02-07,KNM,38,0
TW01-01,TW02-08,KNM,38,0
TW01-01,TW02-09,KNM,38,0
TW01-01,TW03-01,KNM,38,0
TW01-01,TW03-02,KNM,38,0
TW01-01,TW03-03,KNM,38,0
TW01-01,TW03-04,KNM,38,0
TW01-01,TW03-05,KNM,38,0
TW01-01,TW03-06,KNM,38,0
TW01-01,TW03-07,KNM,38,0
TW01-01,TW03-08,KNM,38,0
TW01-01,TW03-09,KNM,38,0
TW01-01,TW04-01,KNM,38,0
TW01-01,TW04-02,KNM,38,0
TW01-01,TW04-03,KNM,38,0
TW01-01,TW04-04,KNM,38,0
TW01-01,TW04-05,KNM,38,0
TW01-01,TW04-06,KNM,38,0
TW01-01,TW04-07,KNM,38,0
TW01-01,TW04-08,KNM,38,0
TW01-01,TW04-09,KNM,38,0
TW01-01,TW05-01,KNM,38,0
TW01-01,TW05-02,KNM,38,0
TW01-01,TW05-03,KNM,38,0
TW01-01,TW05-04,KNM,38,0
TW01-01,TW05-05,KNM,38,0
TW01-01,TW05-06,KNM,38,0
TW01-01,TW05-07,KNM,38,0
TW01-01,TW05-08,KNM,38,0
TW01-01,TW05-09,KNM,38,0
TW01-01,TW06-01,KNM,38,0
TW01-01,TW06-02,KNM,38,0
TW01-01,TW06-03,KNM,38,0
TW01-01,TW06-04,KNM,38,0
TW01-01,TW06-05,KNM,38,0
TW01-01,TW06-06,KNM,38,0
TW01-01,TW06-07,KNM,38,0
TW01-01,TW06-08,KNM,38,0
TW01-01,TW06-09,KNM,38,0
TW01-01,TW07-01,KNM,38,0
TW01-01,TW07-02,KNM,38,0
TW01-01,TW07-03,KNM,38,0
TW01-01,TW07-04,KNM,38,0
TW01-01,TW07-05,KNM,38,0
TW01-01,TW07-06,KNM,38,0
TW01-01,TW07-07,KNM,38,0
TW01-01,TW07-08,KNM,38,0
TW01-01,TW07-09,KNM,38,0
TW01-01,TW08-01,KNM,38,0
TW01-01,TW08-02,KNM,38,0
TW01-01,TW08-03,KNM,38,0
TW01-01,TW08-04,KNM,38,0
TW01-01,TW08-05,KNM,38,0
TW01-01,TW08-06,KNM,38,0
TW01-01,TW08-07,KNM,38,0
TW01-01,TW08-08,KNM,38,0
TW01-01,TW08-09,KNM,38,0
TW01-01,TW09-01,KNM,38,0
TW01-01,TW09-02,KNM,38,0
TW01-01,TW09-03,KNM,38,0
TW01-01,TW09-04,KNM,38,0
TW01-01,TW09-05,KNM,38,0
TW01-01,TW09-06,KNM,38,0
TW01-01,TW09-07,KNM,38,0
TW01-01,TW09-08,KNM,38,0
TW01-01,TW09-09,KNM,38,0
TW01-01,TW10-01,KNM,38,0
TW01-01,TW10-02,KNM,38,0
TW01-01,TW10-03,KNM,38,0
TW01-01,TW10-04,KNM,38,0
TW01-01,TW10-05,KNM,38,0
TW01-01,TW10-06,KNM,38,0
TW01-01,TW10-07,KNM,38,0
TW01-01,TW10-08,KNM,38,0
TW01-01,TW10-09,KNM,38,0
TW01-01,TW11-01,KNM,38,0
TW01-01,TW11-02,KNM,38,0
TW01-01,TW11-03,KNM,38,0
TW01-01,TW11-04,KNM,38,0
TW01-01,TW11-05,KNM,38,0
TW01-02,TW01-03,KM,41,27
TW01-02,TW01-04,KM,41,40
TW01-02,TW01-05,KM,41,37
TW01-02,TW01-06,KM,41,36
TW01-02,TW01-07,KM,41,37
TW01-02,TW01-08,KM,41,39
TW01-02,TW01-09,KM,41,40
TW01-02,TW02-01,KNM,41,0
TW01-02,TW02-02,KNM,41,0
TW01-02,TW02-03,KNM,41,0
TW01-02,TW02-04,KNM,41,0
TW01-02,TW02-05,KNM,41,0
TW01-02,TW02-06,KNM,41,0
TW01-02,TW02-07,KNM,41,1
TW01-02,TW02-08,KNM,41,0
TW01-02,TW02-09,KNM,41,0
TW01-02,TW03-01,KNM,41,0
TW01-02,TW03-02,KNM,41,1
TW01-02,TW03-03,KNM,41,0
TW01-02,TW03-04,KNM,41,0
TW01-02,TW03-05,KNM,41,0
TW01-02,TW03-06,KNM,41,0
TW01-02,TW03-07,KNM,41,0
TW01-02,TW03-08,KNM,41,0
TW01-02,TW03-09,KNM,41,0
TW01-02,TW04-01,KNM,41,1
TW01-02,TW04-02,KNM,41,0
TW01-02,TW04-03,KNM,41,0
TW01-02,TW04-04,KNM,41,0
TW01-02,TW04-05,KNM,41,0
TW01-02,TW04-06,KNM,41,0
TW01-02,TW04-07,KNM,41,0
TW01-02,TW04-08,KNM,41,0
TW01-02,TW04-09,KNM,41,0
TW01-02,TW05-01,KNM,41,0
TW01-02,TW05-02,KNM,41,0
TW01-02,TW05-03,KNM,41,0
TW01-02,TW05-04,KNM,41,0
TW01-02,TW05-05,KNM,41,0
TW01-02,TW05-06,KNM,41,0
TW01-02,TW05-07,KNM,41,0
TW01-02,TW05-08,KNM,41,0
TW01-02,TW05-09,KNM,41,0
TW01-02,TW06-01,KNM,41,0
TW01-02,TW06-02,KNM,41,0
TW01-02,TW06-03,KNM,41,0
TW01-02,TW06-04,KNM,41,0
TW01-02,TW06-05,KNM,41,0
TW01-02,TW06-06,KNM,41,0
TW01-02,TW06-07,KNM,41,0
TW01-02,TW06-08,KNM,41,0
TW01-02,TW06-09,KNM,41,0
TW01-02,TW07-01,KNM,41,0
TW01-02,TW07-02,KNM,41,0
TW01-02,TW07-03,KNM,41,0
TW01-02,TW07-04,KNM,41,0
TW01-02,TW07-05,KNM,41,0
TW01-02,TW07-06,KNM,41,0
TW01-02,TW07-07,KNM,41,0
TW01-02,TW07-08,KNM,41,0
TW01-02,TW07-09,KNM,41,0
TW01-02,TW08-01,KNM,41,0
TW01-02,TW08-02,KNM,41,0
TW01-02,TW08-03,KNM,41,0
TW01-02,TW08-04,KNM,41,0
TW01-02,TW08-05,KNM,41,0
TW01-02,TW08-06,KNM,41,0
TW01-02,TW08-07,KNM,41,0
TW01-02,TW08-08,KNM,41,0
TW01-02,TW08-09,KNM,41,0
TW01-02,TW09-01,KNM,41,0
TW01-02,TW09-02,KNM,41,0
TW01-02,TW09-03,KNM,41,0
TW01-02,TW09-04,KNM,41,0
TW01-02,TW09-05,KNM,41,0
TW01-02,TW09-06,KNM,41,0
TW01-02,TW09-07,KNM,41,0
TW01-02,TW09-08,KNM,41,0
TW01-02,TW09-09,KNM,41,0
TW01-02,TW10-01,KNM,41,0
TW01-02,TW10-02,KNM,41,0
TW01-02,TW10-03,KNM,41,0
TW01-02,TW10-04,KNM,41,0
TW01-02,TW10-05,KNM,41,0
TW01-02,TW10-06,KNM,41,0
TW01-02,TW10-07,KNM,41,0
TW01-02,TW10-08,KNM,41,0
TW01-02,TW10-09,KNM,41,0
TW01-02,TW11-01,KNM,41,0
TW01-02,TW11-02,KNM,41,0
TW01-02,TW11-03,KNM,41,0
TW01-02,TW11-04,KNM,41,0
TW01-02,TW11-05,KNM,41,0
TW01-03,TW01-04,KM,33,30
TW01-03,TW01-05,KM,33,31
TW01-03,TW01-06,KM,33,30
TW01-03,TW01-07,KM,33,30
TW01-03,TW01-08,KM,33,30
TW01-03,TW01-09,KM,33,30
TW01-03,TW02-01,KNM,33,0
TW01-03,TW02-02,KNM,33,0
TW01-03,TW02-03,KNM,33,0
TW01-03,TW02-04,KNM,33,0
TW01-03,TW02-05,KNM,33,0
TW01-03,TW02-06,KNM,33,0
TW01-03,TW02-07,KNM,33,0
TW01-03,TW02-08,KNM,33,0
TW01-03,TW02-09,KNM,33,0
TW01-03,TW03-01,KNM,33,0
TW01-03,TW03-02,KNM,33,0
TW01-03,TW03-03,KNM,33,0
TW01-03,TW03-04,KNM,33,0
TW01-03,TW03-05,KNM,33,0
TW01-03,TW03-06,KNM,33,0
TW01-03,TW03-07,KNM,33,0
TW01-03,TW03-08,KNM,33,0
TW01-03,TW03-09,KNM,33,0
TW01-03,TW04-01,KNM,33,0
TW01-03,TW04-02,KNM,33,0
TW01-03,TW04-03,KNM,33,0
TW01-03,TW04-04,KNM,33,0
TW01-03,TW04-05,KNM,33,0
TW01-03,TW04-06,KNM,33,0
TW01-03,TW04-07,KNM,33,0
TW01-03,TW04-08,KNM,33,0
TW01-03,TW04-09,KNM,33,1
TW01-03,TW05-01,KNM,33,0
TW01-03,TW05-02,KNM,33,0
TW01-03,TW05-03,KNM,33,0
TW01-03,TW05-04,KNM,33,0
TW01-03,TW05-05,KNM,33,0
TW01-03,TW05-06,KNM,33,0
TW01-03,TW05-07,KNM,33,0
TW01-03,TW05-08,KNM,33,0
TW01-03,TW05-09,KNM,33,0
TW01-03,TW06-01,KNM,33,0
TW01-03,TW06-02,KNM,33,0
TW01-03,TW06-03,KNM,33,0
TW01-03,TW06-04,KNM,33,0
TW01-03,TW06-05,KNM,33,0
TW01-03,TW06-06,KNM,33,0
TW01-03,TW06-07,KNM,33,0
TW01-03,TW06-08,KNM,33,1
TW01-03,TW06-09,KNM,33,0
TW01-03,TW07-01,KNM,33,0
TW01-03,TW07-02,KNM,33,0
TW01-03,TW07-03,KNM,33,0
TW01-03,TW07-04,KNM,33,0
TW01-03,TW07-05,KNM,33,0
TW01-03,TW07-06,KNM,33,0
TW01-03,TW07-07,KNM,33,0
TW01-03,TW07-08,KNM,33,0
TW01-03,TW07-09,KNM,33,0
TW01-03,TW08-01,KNM,33,0
TW01-03,TW08-02,KNM,33,0
TW01-03,TW08-03,KNM,33,0
TW01-03,TW08-04,KNM,33,0
TW01-03,TW08-05,KNM,33,0
TW01-03,TW08-06,KNM,33,0
TW01-03,TW08-07,KNM,33,0
TW01-03,TW08-08,KNM,33,0
TW01-03,TW08-09,KNM,33,0
TW01-03,TW09-01,KNM,33,0
TW01-03,TW09-02,KNM,33,0
TW01-03,TW09-03,KNM,33,0
TW01-03,TW09-04,KNM,33,0
TW01-03,TW09-05,KNM,33,0
TW01-03,TW09-06,KNM,33,0
TW01-03,TW09-07,KNM,33,0
TW01-03,TW09-08,KNM,33,1
TW01-03,TW09-09,KNM,33,0
TW01-03,TW10-01,KNM,33,0
TW01-03,TW10-02,KNM,33,0
TW01-03,TW10-03,KNM,33,0
TW01-03,TW10-04,KNM,33,0
TW01-03,TW10-05,KNM,33,0
TW01-03,TW10-06,KNM,33,0
TW01-03,TW10-07,KNM,33,0
TW01-03,TW10-08,KNM,33,0
TW01-03,TW10-09,KNM,33,0
TW01-03,TW11-01,KNM,33,0
TW01-03,TW11-02,KNM,33,0
TW01-03,TW11-03,KNM,33,0
TW01-03,TW11-04,KNM,33,0
TW01-03,TW11-05,KNM,33,0
TW01-04,TW01-05,KM,42,40
TW01-04,TW01-06,KM,42,40
TW01-04,TW01-07,KM,42,36
TW01-04,TW01-08,KM,42,39
TW01-04,TW01-09,KM,42,42
TW01-04,TW02-01,KNM,42,1
TW01-04,TW02-02,KNM,42,0
TW01-04,TW02-03,KNM,42,0
TW01-04,TW02-04,KNM,42,0
TW01-04,TW02-05,KNM,42,0
TW01-04,TW02-06,KNM,42,0
TW01-04,TW02-07,KNM,42,0
TW01-04,TW02-08,KNM,42,0
TW01-04,TW02-09,KNM,42,0
TW01-04,TW03-01,KNM,42,0
TW01-04,TW03-02,KNM,42,0
TW01-04,TW03-03,KNM,42,0
TW01-04,TW03-04,KNM,42,1
TW01-04,TW03-05,KNM,42,0
TW01-04,TW03-06,KNM,42,0
TW01-04,TW03-07,KNM,42,0
TW01-04,TW03-08,KNM,42,0
TW01-04,TW03-09,KNM,42,0
TW01-04,TW04-01,KNM,42,0
TW01-04,TW04-02,KNM,42,0
TW01-04,TW04-03,KNM,42,0
TW01-04,TW04-04,KNM,42,1
TW01-04,TW04-05,KNM,42,0
TW01-04,TW04-06,KNM,42,0
TW01-04,TW04-07,KNM,42,0
TW01-04,TW04-08,KNM,42,0
TW01-04,TW04-09,KNM,42,0
TW01-04,TW05-01,KNM,42,0
TW01-04,TW05-02,KNM,42,0
TW01-04,TW05-03,KNM,42,0
TW01-04,TW05-04,KNM,42,0
TW01-04,TW05-05,KNM,42,0
TW01-04,TW05-06,KNM,42,0
TW01-04,TW05-07,KNM,42,0
TW01-04,TW05-08,KNM,42,0
TW01-04,TW05-09,KNM,42,0
TW01-04,TW06-01,KNM,42,0
TW01-04,TW06-02,KNM,42,0
TW01-04,TW06-03,KNM,42,0
TW01-04,TW06-04,KNM,42,0
TW01-04,TW06-05,KNM,42,0
TW01-04,TW06-06,KNM,42,0
TW01-04,TW06-07,KNM,42,0
TW01-04,TW06-08,KNM,42,0
TW01-04,TW06-09,KNM,42,0
TW01-04,TW07-01,KNM,42,0
TW01-04,TW07-02,KNM,42,0
TW01-04,TW07-03,KNM,42,0
TW01-04,TW07-04,KNM,42,0
TW01-04,TW07-05,KNM,42,0
TW01-04,TW07-06,KNM,42,0
TW01-04,TW07-07,KNM,42,0
TW01-04,TW07-08,KNM,42,0
TW01-04,TW07-09,KNM,42,0
TW01-04,TW08-01,KNM,42,0
TW01-04,TW08-02,KNM,42,0
TW01-04,TW08-03,KNM,42,0
TW01-04,TW08-04,KNM,42,0
TW01-04,TW08-05,KNM,42,0
TW01-04,TW08-06,KNM,42,0
TW01-04,TW08-07,KNM,42,0
TW01-04,TW08-08,KNM,42,0
TW01-04,TW08-09,KNM,42,0
TW01-04,TW09-01,KNM,42,0
TW01-04,TW09-02,KNM,42,0
TW01-04,TW09-03,KNM,42,0
TW01-04,TW09-04,KNM,42,0
TW01-04,TW09-05,KNM,42,0
TW01-04,TW09-06,KNM,42,0
TW01-04,TW09-07,KNM,42,0
TW01-04,TW09-08,KNM,42,0
TW01-04,TW09-09,KNM,42,0
TW01-04,TW10-01,KNM,42,0
TW01-04,TW10-02,KNM,42,0
TW01-04,TW10-03,KNM,42,0
TW01-04,TW10-04,KNM,42,0
TW01-04,TW10-05,KNM,42,0
TW01-04,TW10-06,KNM,42,1
TW01-04,TW10-07,KNM,42,0
TW01-04,TW10-08,KNM,42,0
TW01-04,TW10-09,KNM,42,0
TW01-04,TW11-01,KNM,42,0
TW01-04,TW11-02,KNM,42,0
TW01-04,TW11-03,KNM,42,0
TW01-04,TW11-04,KNM,42,0
TW01-04,TW11-05,KNM,42,0
TW01-05,TW01-06,KM,43,39
TW01-05,TW01-07,KM,43,41
TW01-05,TW01-08,KM,43,37
TW01-05,TW01-09,KM,43,42
TW01-05,TW02-01,KNM,43,0
TW01-05,TW02-02,KNM,43,0
TW01-05,TW02-03,KNM,43,0
TW01-05,TW02-04,KNM,43,0
TW01-05,TW02-05,KNM,43,0
TW01-05,TW02-06,KNM,43,0
TW01-05,TW02-07,KNM,43,0
TW01-05,TW02-08,KNM,43,0
TW01-05,TW02-09,KNM,43,0
TW01-05,TW03-01,KNM,43,0
TW01-05,TW03-02,KNM,43,0
TW01-05,TW03-03,KNM,43,0
TW01-05,TW03-04,KNM,43,0
TW01-05,TW03-05,KNM,43,0
TW01-05,TW03-06,KNM,43,0
TW01-05,TW03-07,KNM,43,0
TW01-05,TW03-08,KNM,43,0
TW01-05,TW03-09,KNM,43,0
TW01-05,TW04-01,KNM,43,0
TW01-05,TW04-02,KNM,43,0
TW01-05,TW04-03,KNM,43,0
TW01-05,TW04-04,KNM,43,0
TW01-05,TW04-05,KNM,43,0
TW01-05,TW04-06,KNM,43,0
TW01-05,TW04-07,KNM,43,0
TW01-05,TW04-08,KNM,43,0
TW01-05,TW04-09,KNM,43,0
TW01-05,TW05-01,KNM,43,0
TW01-05,TW05-02,KNM,43,0
TW01-05,TW05-03,KNM,43,0
TW01-05,TW05-04,KNM,43,0
TW01-05,TW05-05,KNM,43,0
TW01-05,TW05-06,KNM,43,0
TW01-05,TW05-07,KNM,43,0
TW01-05,TW05-08,KNM,43,0
TW01-05,TW05-09,KNM,43,0
TW01-05,TW06-01,KNM,43,0
TW01-05,TW06-02,KNM,43,0
TW01-05,TW06-03,KNM,43,0
TW01-05,TW06-04,KNM,43,0
TW01-05,TW06-05,KNM,43,0
TW01-05,TW06-06,KNM,43,0
TW01-05,TW06-07,KNM,43,0
TW01-05,TW06-08,KNM,43,0
TW01-05,TW06-09,KNM,43,0
TW01-05,TW07-01,KNM,43,0
TW01-05,TW07-02,KNM,43,0
TW01-05,TW07-03,KNM,43,0
TW01-05,TW07-04,KNM,43,0
TW01-05,TW07-05,KNM,43,0
TW01-05,TW07-06,KNM,43,0
TW01-05,TW07-07,KNM,43,0
TW01-05,TW07-08,KNM,43,0
TW01-05,TW07-09,KNM,43,0
TW01-05,TW08-01,KNM,43,0
TW01-05,TW08-02,KNM,43,0
TW01-05,TW08-03,KNM,43,0
TW01-05,TW08-04,KNM,43,0
TW01-05,TW08-05,KNM,43,0
TW01-05,TW08-06,KNM,43,0
TW01-05,TW08-07,KNM,43,0
TW01-05,TW08-08,KNM,43,0
TW01-05,TW08-09,KNM,43,0
TW01-05,TW09-01,KNM,43,0
TW01-05,TW09-02,KNM,43,0
TW01-05,TW09-03,KNM,43,0
TW01-05,TW09-04,KNM,43,0
TW01-05,TW09-05,KNM,43,0
TW01-05,TW09-06,KNM,43,0
TW01-05,TW09-07,KNM,43,0
TW01-05,TW09-08,KNM,43,0
TW01-05,TW09-09,KNM,43,0
TW01-05,TW10-01,KNM,43,0
TW01-05,TW10-02,KNM,43,0
TW01-05,TW10-03,KNM,43,0
TW01-05,TW10-04,KNM,43,0
TW01-05,TW10-05,KNM,43,0
TW01-05,TW10-06,KNM,43,0
TW01-05,TW10-07,KNM,43,0
TW01-05,TW10-08,KNM,43,0
TW01-05,TW10-09,KNM,43,0
TW01-05,TW11-01,KNM,43,0
TW01-05,TW11-02,KNM,43,0
TW01-05,TW11-03,KNM,43,0
TW01-05,TW11-04,KNM,43,0
TW01-05,TW11-05,KNM,43,0
TW01-06,TW01-07,KM,42,37
TW01-06,TW01-08,KM,42,39
TW01-06,TW01-09,KM,42,41
TW01-06,TW02-01,KNM,42,0
TW01-06,TW02-02,KNM,42,0
TW01-06,TW02-03,KNM,42,0
TW01-06,TW02-04,KNM,42,0
TW01-06,TW02-05,KNM,42,0
TW01-06,TW02-06,KNM,42,0
TW01-06,TW02-07,KNM,42,0
TW01-06,TW02-08,KNM,42,0
TW01-06,TW02-09,KNM,42,0
TW01-06,TW03-01,KNM,42,0
TW01-06,TW03-02,KNM,42,0
TW01-06,TW03-03,KNM,42,0
TW01-06,TW03-04,KNM,42,0
TW01-06,TW03-05,KNM,42,0
TW01-06,TW03-06,KNM,42,0
TW01-06,TW03-07,KNM,42,0
TW01-06,TW03-08,KNM,42,0
TW01-06,TW03-09,KNM,42,0
TW01-06,TW04-01,KNM,42,0
TW01-06,TW04-02,KNM,42,0
TW01-06,TW04-03,KNM,42,0
TW01-06,TW04-04,KNM,42,0
TW01-06,TW04-05,KNM,42,0
TW01-06,TW04-06,KNM,42,0
TW01-06,TW04-07,KNM,42,0
TW01-06,TW04-08,KNM,42,0
TW01-06,TW04-09,KNM,42,0
TW01-06,TW05-01,KNM,42,0
TW01-06,TW05-02,KNM,42,0
TW01-06,TW05-03,KNM,42,0
TW01-06,TW05-04,KNM,42,0
TW01-06,TW05-05,KNM,42,0
TW01-06,TW05-06,KNM,42,0
TW01-06,TW05-07,KNM,42,0
TW01-06,TW05-08,KNM,42,0
TW01-06,TW05-09,KNM,42,0
TW01-06,TW06-01,KNM,42,0
TW01-06,TW06-02,KNM,42,0
TW01-06,TW06-03,KNM,42,0
TW01-06,TW06-04,KNM,42,0
TW01-06,TW06-05,KNM,42,0
TW01-06,TW06-06,KNM,42,0
TW01-06,TW06-07,KNM,42,0
TW01-06,TW06-08,KNM,42,0
TW01-06,TW06-09,KNM,42,0
TW01-06,TW07-01,KNM,42,0
TW01-06,TW07-02,KNM,42,0
TW01-06,TW07-03,KNM,42,0
TW01-06,TW07-04,KNM,42,0
TW01-06,TW07-05,KNM,42,0
TW01-06,TW07-06,KNM,42,0
TW01-06,TW07-07,KNM,42,0
TW01-06,TW07-08,KNM,42,0
TW01-06,TW07-09,KNM,42,0
TW01-06,TW08-01,KNM,42,0
TW01-06,TW08-02,KNM,42,0
TW01-06,TW08-03,KNM,42,0
TW01-06,TW08-04,KNM,42,0
TW01-06,TW08-05,KNM,42,0
TW01-06,TW08-06,KNM,42,0
TW01-06,TW08-07,KNM,42,0
TW01-06,TW08-08,KNM,42,0
TW01-06,TW08-09,KNM,42,0
TW01-06,TW09-01,KNM,42,0
TW01-06,TW09-02,KNM,42,0
TW01-06,TW09-03,KNM,42,0
TW01-06,TW09-04,KNM,42,0
TW01-06,TW09-05,KNM,42,0
TW01-06,TW09-06,KNM,42,0
TW01-06,TW09-07,KNM,42,0
TW01-06,TW09-08,KNM,42,0
TW01-06,TW09-09,KNM,42,0
TW01-06,TW10-01,KNM,42,0
TW01-06,TW10-02,KNM,42,0
TW01-06,TW10-03,KNM,42,0
TW01-06,TW10-04,KNM,42,0
TW01-06,TW10-05,KNM,42,0
TW01-06,TW10-06,KNM,42,0
TW01-06,TW10-07,KNM,42,1
TW01-06,TW10-08,KNM,42,0
TW01-06,TW10-09,KNM,42,0
TW01-06,TW11-01,KNM,42,0
TW01-06,TW11-02,KNM,42,0
TW01-06,TW11-03,KNM,42,0
TW01-06,TW11-04,KNM,42,0
TW01-06,TW11-05,KNM,42,0
TW01-07,TW01-08,KM,40,40
TW01-07,TW01-09,KM,40,40
TW01-07,TW02-01,KNM,40,0
TW01-07,TW02-02,KNM,40,0
TW01-07,TW02-03,KNM,40,0
TW01-07,TW02-04,KNM,40,0
TW01-07,TW02-05,KNM,40,0
TW01-07,TW02-06,KNM,40,0
TW01-07,TW02-07,KNM,40,0
TW01-07,TW02-08,KNM,40,0
TW01-07,TW02-09,KNM,40,0
TW01-07,TW03-01,KNM,40,0
TW01-07,TW03-02,KNM,40,0
TW01-07,TW03-03,KNM,40,0
TW01-07,TW03-04,KNM,40,0
TW01-07,TW03-05,KNM,40,0
TW01-07,TW03-06,KNM,40,0
TW01-07,TW03-07,KNM,40,0
TW01-07,TW03-08,KNM,40,0
TW01-07,TW03-09,KNM,40,0
TW01-07,TW04-01,KNM,40,0
TW01-07,TW04-02,KNM,40,0
TW01-07,TW04-03,KNM,40,0
TW01-07,TW04-04,KNM,40,0
TW01-07,TW04-05,KNM,40,0
TW01-07,TW04-06,KNM,40,0
TW01-07,TW04-07,KNM,40,0
TW01-07,TW04-08,KNM,40,0
TW01-07,TW04-09,KNM,40,0
TW01-07,TW05-01,KNM,40,0
TW01-07,TW05-02,KNM,40,0
TW01-07,TW05-03,KNM,40,0
TW01-07,TW05-04,KNM,40,0
TW01-07,TW05-05,KNM,40,0
TW01-07,TW05-06,KNM,40,0
TW01-07,TW05-07,KNM,40,1
TW01-07,TW05-08,KNM,40,0
TW01-07,TW05-09,KNM,40,0
TW01-07,TW06-01,KNM,40,0
TW01-07,TW06-02,KNM,40,0
TW01-07,TW06-03,KNM,40,0
TW01-07,TW06-04,KNM,40,1
TW01-07,TW06-05,KNM,40,0
TW01-07,TW06-06,KNM,40,0
TW01-07,TW06-07,KNM,40,0
TW01-07,TW06-08,KNM,40,0
TW01-07,TW06-09,KNM,40,0
TW01-07,TW07-01,KNM,40,0
TW01-07,TW07-02,KNM,40,0
TW01-07,TW07-03,KNM,40,0
TW01-07,TW07-04,KNM,40,0
TW01-07,TW07-05,KNM,40,0
TW01-07,TW07-06,KNM,40,0
TW01-07,TW07-07,KNM,40,0
TW01-07,TW07-08,KNM,40,1
TW01-07,TW07-09,KNM,40,0
TW01-07,TW08-01,KNM,40,0
TW01-07,TW08-02,KNM,40,0
TW01-07,TW08-03,KNM,40,0
TW01-07,TW08-04,KNM,40,0
TW01-07,TW08-05,KNM,40,0
TW01-07,TW08-06,KNM,40,0
TW01-07,TW08-07,KNM,40,0
TW01-07,TW08-08,KNM,40,0
TW01-07,TW08-09,KNM,40,0
TW01-07,TW09-01,KNM,40,0
TW01-07,TW09-02,KNM,40,0
TW01-07,TW09-03,KNM,40,0
TW01-07,TW09-04,KNM,40,0
TW01-07,TW09-05,KNM,40,0
TW01-07,TW09-06,KNM,40,0
TW01-07,TW09-07,KNM,40,0
TW01-07,TW09-08,KNM,40,0
TW01-07,TW09-09,KNM,40,0
TW01-07,TW10-01,KNM,40,0
TW01-07,TW10-02,KNM,40,0
TW01-07,TW10-03,KNM,40,0
TW01-07,TW10-04,KNM,40,0
TW01-07,TW10-05,KNM,40,0
TW01-07,TW10-06,KNM,40,0
TW01-07,TW10-07,KNM,40,0
TW01-07,TW10-08,KNM,40,0
TW01-07,TW10-09,KNM,40,0
TW01-07,TW11-01,KNM,40,0
TW01-07,TW11-02,KNM,40,0
TW01-07,TW11-03,KNM,40,0
TW01-07,TW11-04,KNM,40,1
TW01-07,TW11-05,KNM,40,1
TW01-08,TW01-09,KM,42,42
TW01-08,TW02-01,KNM,42,0
TW01-08,TW02-02,KNM,42,0
TW01-08,TW02-03,KNM,42,0
TW01-08,TW02-04,KNM,42,0
TW01-08,TW02-05,KNM,42,0
TW01-08,TW02-06,KNM,42,0
TW01-08,TW02-07,KNM,42,0
TW01-08,TW02-08,KNM,42,0
TW01-08,TW02-09,KNM,42,0
TW01-08,TW03-01,KNM,42,0
TW01-08,TW03-02,KNM,42,0
TW01-08,TW03-03,KNM,42,0
TW01-08,TW03-04,KNM,42,0
TW01-08,TW03-05,KNM,42,0
TW01-08,TW03-06,KNM,42,0
TW01-08,TW03-07,KNM,42,0
TW01-08,TW03-08,KNM,42,0
TW01-08,TW03-09,KNM,42,0
TW01-08,TW04-01,KNM,42,0
TW01-08,TW04-02,KNM,42,0
TW01-08,TW04-03,KNM,42,0
TW01-08,TW04-04,KNM,42,0
TW01-08,TW04-05,KNM,42,0
TW01-08,TW04-06,KNM,42,0
TW01-08,TW04-07,KNM,42,0
TW01-08,TW04-08,KNM,42,0
TW01-08,TW04-09,KNM,42,0
TW01-08,TW05-01,KNM,42,0
TW01-08,TW05-02,KNM,42,0
TW01-08,TW05-03,KNM,42,0
TW01-08,TW05-04,KNM,42,0
TW01-08,TW05-05,KNM,42,0
TW01-08,TW05-06,KNM,42,0
TW01-08,TW05-07,KNM,42,0
TW01-08,TW05-08,KNM,42,0
TW01-08,TW05-09,KNM,42,0
TW01-08,TW06-01,KNM,42,0
TW01-08,TW06-02,KNM,42,0
TW01-08,TW06-03,KNM,42,0
TW01-08,TW06-04,KNM,42,0
TW01-08,TW06-05,KNM,42,0
TW01-08,TW06-06,KNM,42,0
TW01-08,TW06-07,KNM,42,0
TW01-08,TW06-08,KNM,42,0
TW01-08,TW06-09,KNM,42,0
TW01-08,TW07-01,KNM,42,0
TW01-08,TW07-02,KNM,42,0
TW01-08,TW07-03,KNM,42,1
TW01-08,TW07-04,KNM,42,0
TW01-08,TW07-05,KNM,42,0
TW01-08,TW07-06,KNM,42,0
TW01-08,TW07-07,KNM,42,0
TW01-08,TW07-08,KNM,42,0
TW01-08,TW07-09,KNM,42,0
TW01-08,TW08-01,KNM,42,0
TW01-08,TW08-02,KNM,42,0
TW01-08,TW08-03,KNM,42,0
TW01-08,TW08-04,KNM,42,0
TW01-08,TW08-05,KNM,42,0
TW01-08,TW08-06,KNM,42,0
TW01-08,TW08-07,KNM,42,0
TW01-08,TW08-08,KNM,42,0
